rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,유동자산,제 35 기,2021.03.31 현재,"71,866,294,058",제 34 기,2020.03.31 현재,"52,393,845,095",제 33 기,2019.03.31 현재,"16,955,041,005",1
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,비유동자산,제 35 기,2021.03.31 현재,"4,255,824,279",제 34 기,2020.03.31 현재,"6,089,782,583",제 33 기,2019.03.31 현재,"8,992,394,930",3
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,자산총계,제 35 기,2021.03.31 현재,"76,122,118,337",제 34 기,2020.03.31 현재,"58,483,627,678",제 33 기,2019.03.31 현재,"25,947,435,935",5
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,유동부채,제 35 기,2021.03.31 현재,"31,963,654,601",제 34 기,2020.03.31 현재,"36,405,320,590",제 33 기,2019.03.31 현재,"5,790,250,723",7
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,비유동부채,제 35 기,2021.03.31 현재,"3,383,183,116",제 34 기,2020.03.31 현재,"35,409,126",제 33 기,2019.03.31 현재,0,9
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,부채총계,제 35 기,2021.03.31 현재,"35,346,837,717",제 34 기,2020.03.31 현재,"36,440,729,716",제 33 기,2019.03.31 현재,"5,790,250,723",11
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,자본금,제 35 기,2021.03.31 현재,"48,976,609,000",제 34 기,2020.03.31 현재,"37,648,779,000",제 33 기,2019.03.31 현재,"26,432,414,000",13
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 35 기,2021.03.31 현재,"-58,099,814,201",제 34 기,2020.03.31 현재,"-67,308,214,510",제 33 기,2019.03.31 현재,"-56,192,751,433",17
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,BS,재무상태표,자본총계,제 35 기,2021.03.31 현재,"40,775,280,620",제 34 기,2020.03.31 현재,"22,042,897,962",제 33 기,2019.03.31 현재,"20,157,185,212",21
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,IS,손익계산서,영업이익,제 35 기,2020.04.01 ~ 2021.03.31,"8,461,040,835",제 34 기,2019.04.01 ~ 2020.03.31,"-10,985,205,226",제 33 기,2018.04.01 ~ 2019.03.31,"-3,339,529,249",25
20210616000279,11011,2021,00110750,019570,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 35 기,2020.04.01 ~ 2021.03.31,"9,208,400,309",제 34 기,2019.04.01 ~ 2020.03.31,"-11,115,463,077",제 33 기,2018.04.01 ~ 2019.03.31,"-3,261,240,272",27
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,유동자산,제 35 기,2021.03.31 현재,"66,352,112,886",제 34 기,2020.03.31 현재,"52,393,845,095",제 33 기,2019.03.31 현재,"16,955,041,005",2
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,비유동자산,제 35 기,2021.03.31 현재,"10,324,299,093",제 34 기,2020.03.31 현재,"6,089,782,583",제 33 기,2019.03.31 현재,"8,992,394,930",4
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,자산총계,제 35 기,2021.03.31 현재,"76,676,411,979",제 34 기,2020.03.31 현재,"58,483,627,678",제 33 기,2019.03.31 현재,"25,947,435,935",6
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,유동부채,제 35 기,2021.03.31 현재,"31,910,269,985",제 34 기,2020.03.31 현재,"36,405,320,590",제 33 기,2019.03.31 현재,"5,790,250,723",8
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,비유동부채,제 35 기,2021.03.31 현재,"3,342,854,916",제 34 기,2020.03.31 현재,"35,409,126",제 33 기,2019.03.31 현재,0,10
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,부채총계,제 35 기,2021.03.31 현재,"35,253,124,901",제 34 기,2020.03.31 현재,"36,440,729,716",제 33 기,2019.03.31 현재,"5,790,250,723",12
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,자본금,제 35 기,2021.03.31 현재,"48,976,609,000",제 34 기,2020.03.31 현재,"37,648,779,000",제 33 기,2019.03.31 현재,"26,432,414,000",15
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,이익잉여금,제 35 기,2021.03.31 현재,"-58,461,807,743",제 34 기,2020.03.31 현재,"-67,308,214,510",제 33 기,2019.03.31 현재,"-56,192,751,433",19
20210616000279,11011,2021,00110750,019570,OFS,재무제표,BS,재무상태표,자본총계,제 35 기,2021.03.31 현재,"41,423,287,078",제 34 기,2020.03.31 현재,"22,042,897,962",제 33 기,2019.03.31 현재,"20,157,185,212",22
20210616000279,11011,2021,00110750,019570,OFS,재무제표,IS,손익계산서,영업이익,제 35 기,2020.04.01 ~ 2021.03.31,"8,864,033,379",제 34 기,2019.04.01 ~ 2020.03.31,"-10,985,205,226",제 33 기,2018.04.01 ~ 2019.03.31,"-3,339,529,249",26
20210616000279,11011,2021,00110750,019570,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 35 기,2020.04.01 ~ 2021.03.31,"8,846,406,767",제 34 기,2019.04.01 ~ 2020.03.31,"-11,115,463,077",제 33 기,2018.04.01 ~ 2019.03.31,"-3,261,240,272",28
20210616000279,11011,2021,00110750,019570,OFS,재무제표,IS,손익계산서,당기순이익,제 35 기,2020.04.01 ~ 2021.03.31,"8,846,406,767",제 34 기,2019.04.01 ~ 2020.03.31,"-11,115,463,077",제 33 기,2018.04.01 ~ 2019.03.31,"-3,261,240,272",30
20210610000161,11011,2021,00400060,067010,OFS,재무제표,BS,재무상태표,유동자산,제 23 기,2021.03.31 현재,"62,035,878,015",제 22 기,2020.03.31 현재,"58,633,338,689",제 21 기,2019.03.31 현재,"54,369,667,586",2
20210610000161,11011,2021,00400060,067010,OFS,재무제표,BS,재무상태표,비유동자산,제 23 기,2021.03.31 현재,"5,266,721,442",제 22 기,2020.03.31 현재,"4,700,711,198",제 21 기,2019.03.31 현재,"5,213,100,765",4
20210610000161,11011,2021,00400060,067010,OFS,재무제표,BS,재무상태표,자산총계,제 23 기,2021.03.31 현재,"67,302,599,457",제 22 기,2020.03.31 현재,"63,334,049,887",제 21 기,2019.03.31 현재,"59,582,768,351",6
20210610000161,11011,2021,00400060,067010,OFS,재무제표,BS,재무상태표,유동부채,제 23 기,2021.03.31 현재,"16,598,063,288",제 22 기,2020.03.31 현재,"16,054,851,615",제 21 기,2019.03.31 현재,"14,950,676,603",8
